key,chosen_impact,title,relevance
OH-HCR28-Y2020,Healthcare,"Denounce all discrimination resulting from COVID-19. ","(NLU)'World Health Organization' => 'Healthcare', 'Health care' => 'Healthcare', 'International Red Cross and Red Crescent Movement' => 'Healthcare', 'United States House of Representatives' => 'None', 'Geneva' => 'Unknown'"
OH-HCR29-Y2020,Healthcare,"Urge Congress and FDA to prevent drug shortages. ","(NLU)'Food and Drug Administration' => 'Healthcare', 'United States House of Representatives' => 'None', 'United States Congress' => 'None', 'Health care' => 'Healthcare', 'U.S. state' => 'None'"
OH-HCR3-Y2019,None,"Authorizing a joint convention of the Ohio General Assembly for the purpose of receiving a message from the Governor and calling for a committee to wait upon the Governor in anticipation of his State of the State Address. ","(NLU)'United States House of Representatives' => 'None', 'Legislatures' => 'None', 'United States Senate' => 'None', 'Columbus, Ohio' => 'Location', 'George Voinovich' => 'None'"
OH-HCR30-Y2020,None,"Designate September 7 Great Lakes-St. Lawrence. ","(NLU)'Great Lakes' => 'Location', 'Michigan' => 'Location', 'Lake Erie' => 'Location', 'Lake Huron' => 'Location', 'Ontario' => 'Location'"
OH-HCR31-Y2020,None,"Declare racism a public health crisis/promote racial equity. ","(NLU)'Race' => 'Racial', 'United States' => 'Location', 'Black people' => 'Racial', 'Miscegenation' => 'Racial', 'White people' => 'Unknown'"
OH-HCR32-Y2020,Transportation,"Urge selecting Ohio as headquarters of US Space Command. ","(NLU)'United States Air Force' => 'Military', 'NASA' => 'Transportation', 'Space exploration' => 'Transportation', 'Space Race' => 'Transportation', 'U.S. state' => 'None'"
OH-HCR33-Y2020,None,"Urge Congress-designate Juneteenth Independence Day. ","(NLU)'United States' => 'Location', 'American Civil War' => 'None', 'United States House of Representatives' => 'None', 'Democratic Party' => 'None', 'Washington, D.C.' => 'Location'"
OH-HCR34-Y2020,None,"Urge Congress-review and evaluate credit reporting. ","(NLU)'United States House of Representatives' => 'None', 'United States' => 'Location', 'United States Senate' => 'None', 'United States Congress' => 'None', 'Credit score' => 'None'"
OH-HCR35-Y2020,Jobs,"Include African-Americans on corporate boards/in management. ","(NLU)'Board of directors' => 'None', 'Management' => 'None', 'Corporation' => 'None', 'Democratic Party' => 'None', 'Corporate governance' => 'Jobs'"
OH-HCR36-Y2020,None,"Urge Congress-require corporations and unions to disclose donors. ","(NLU)'United States House of Representatives' => 'None', 'United States Congress' => 'None', 'United States' => 'Location', 'Democratic Party' => 'None', 'United States Senate' => 'None'"
OH-HCR4-Y2019,None,"Urge Congress fund grants for funds not received during shutdown. ","(NLU)'United States House of Representatives' => 'None', 'United States Congress' => 'None', 'United States' => 'Location', 'President of the United States' => 'Unknown', 'United States Senate' => 'None'"
OH-HCR5-Y2019,None,"Urge Congress to enact the American Miners Act of 2019. ","(NLU)'President of the United States' => 'Unknown', 'United States House of Representatives' => 'None', 'United States' => 'Location', 'Democratic Party' => 'None', 'Franklin D. Roosevelt' => 'None'"
OH-HCR6-Y2019,None,"Encourage General Motors to keep Lordstown complex open. ","(NLU)'United States House of Representatives' => 'None', 'United States' => 'Location', 'Democratic Party' => 'None', 'United States Senate' => 'None', 'President of the United States' => 'Unknown'"
OH-HCR7-Y2019,None,"To delegate to the President of the Senate and the Speaker of the House of Representatives authority to designate groups of members to prepare arguments for and against amendments to the Ohio Constitution proposed by the General Assembly, a person or persons to prepare an argument for any law, section, or item submitted to the electors by referendum petition, and a person or persons to prepare an argument against any constitutional amendment proposed by initiative petition. ","(NLU)'United States Constitution' => 'None', 'Referendum' => 'None', 'United States House of Representatives' => 'None', 'Washington, D.C.' => 'Location', 'United States Senate' => 'None'"
OH-HCR8-Y2020,None,"Urge Congress-change crash indicator-show only if driver at fault. ","(NLU)'United States House of Representatives' => 'None', 'United States Senate' => 'None', 'United States Congress' => 'None', 'United States' => 'Location', 'Democratic Party' => 'None'"
OH-HCR9-Y2019,None,"Urge reinstating separation commercial and investment banking. ","(NLU)'United States House of Representatives' => 'None', 'United States Senate' => 'None', 'United States' => 'Location', 'United States Congress' => 'None', 'Democratic Party' => 'None'"
OH-HJR1-Y2019,None,"Modify signature requirement-initiated constitutional amendment. ","(NLU)'Referendum' => 'None', 'United States Constitution' => 'None', 'Initiative' => 'None', 'Constitutional amendment' => 'None', 'Law' => 'None'"
OH-HJR2-Y2019,Environment,"Provide Ohio critical infrastructure protection. ","(NLU)'Business' => 'None', 'Corporation' => 'None', 'Types of business entity' => 'None', 'Electric power transmission' => 'Environment', 'Property' => 'None'"
OH-HJR3-Y2020,None,"Amend constitution-permit election day voter registration. ","(NLU)'United States Constitution' => 'None', 'Elections' => 'None', 'Election' => 'None', 'Voter turnout' => 'None', 'Referendum' => 'None'"
OH-HJR4-Y2020,Healthcare,"Amend constitution-prohibit slavery as punishment for crime. ","(NLU)'United States Constitution' => 'None', 'American Civil War' => 'None', 'Pennsylvania' => 'Location', 'Twenty-first Amendment to the United States Constitution' => 'Healthcare', 'Slavery in the United States' => 'Racial'"
OH-HR1-Y2019,None,"Relative to the election of the Clerk of the House of Representatives. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'United States' => 'Location', 'Democratic Party' => 'None', 'Lower house' => 'None'"
OH-HR10-Y2019,None,"Relative to the election of the speaker pro tempore, the majority floor leader, the assistant majority floor leader, the majority whip, the assistant majority whip, the minority leader, the assistant minority leader, the minority whip, and the assistant minority whip for the 133rd General Assembly of Ohio. ","(NLU)'United States House of Representatives' => 'None', 'United States Congress' => 'None', 'Speaker of the United States House of Representatives' => 'None', 'Steny Hoyer' => 'None', 'Assistant party leaders of the United States Senate' => 'None'"
OH-HR100-Y2019,None,"Recognizing April 2019 as the Month of the Military Child in Ohio. ","(NLU)'United States House of Representatives' => 'None', 'Armed forces' => 'Military', 'Caspar Weinberger' => 'None', 'Military' => 'Military', 'Clerk of the United States House of Representatives' => 'None'"
OH-HR101-Y2019,None,"Honoring Max Millin on his performance at the 2019 Division I State Wrestling Championship. ","(NLU)'United States House of Representatives' => 'None', 'Heavyweight' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'Legislatures' => 'None', 'United States' => 'Location'"
OH-HR102-Y2019,None,"Honoring the Hoover High School girls 200-yard medley relay team on winning the 2019 Division I State Championship. ","(NLU)'United States House of Representatives' => 'None', 'Medley swimming' => 'None', 'High school' => 'Education', 'Clerk of the United States House of Representatives' => 'None', 'United States' => 'Location'"
OH-HR103-Y2019,None,"Honoring Joey Mullen as the 2019 Division II State Champion in the 50-yard freestyle. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'House of Lords' => 'None', 'Legislatures' => 'None', 'United States' => 'Location'"
OH-HR104-Y2019,None,"Honoring Madeline Berrey as a 2019 State Gymnastics Champion. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'United States' => 'Location', 'Democratic Party' => 'None', 'Future' => 'None'"
OH-HR105-Y2019,None,"Honoring the Walsh University women-s basketball team as the 2019 Great Midwest Athletic Conference champion. ","(NLU)'United States' => 'Location', 'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'National Collegiate Athletic Association' => 'None', 'Indiana' => 'Location'"
OH-HR106-Y2019,None,"Honoring the Perry High School speech and debate team as the 2019 Ohio Speech and Debate Association Champion. ","(NLU)'United States House of Representatives' => 'None', 'World Universities Debating Championship' => 'None', 'National Forensic League' => 'None', 'Debate' => 'None', 'High school' => 'Education'"
OH-HR107-Y2019,None,"Honoring Connor Troyer as a 2019 NCAA Division III Indoor Track and Field Champion. ","(NLU)'United States House of Representatives' => 'None', 'Running' => 'None', 'Hurdling' => 'None', 'Track and field athletics' => 'None', 'Track and Field Athletics' => 'None'"
OH-HR108-Y2019,None,"Honoring Garrett Ford on earning four gold medals at the 2019 Special Olympics World Games. ","(NLU)'Powerlifting' => 'None', 'United States House of Representatives' => 'None', 'Bench press' => 'None', 'United States' => 'Location', 'World Games' => 'None'"
OH-HR109-Y2019,None,"Honoring the Crestview High School boys basketball team on winning the 2019 Division IV State Championship. ","(NLU)'United States House of Representatives' => 'None', 'High school' => 'Education', 'United States' => 'Location', 'Basketball' => 'None', 'Clerk of the United States House of Representatives' => 'None'"
OH-HR11-Y2019,None,"To adopt Rules of the House of Representatives for the 133rd General Assembly. ","(NLU)'United States House of Representatives' => 'None', 'United States Senate' => 'None', 'Legislatures' => 'None', 'Committee' => 'None', 'Presiding Officer' => 'None'"
OH-HR110-Y2019,None,"A resolution urging Congress to award a Congressional Gold Medal to the late Senator John Glenn and Mrs. Annie Glenn. ","(NLU)'John Glenn' => 'None', 'United States Senate' => 'None', 'Ohio State University' => 'Education', 'United States House of Representatives' => 'None', 'United States' => 'Location'"
OH-HR111-Y2019,None,"Authorizing Ohio TeenPact Leadership School to use the Ohio House Chambers to conduct its graduation ceremony. ","(NLU)'United States House of Representatives' => 'None', 'Legislature' => 'None', 'United States' => 'Location', 'Legislatures' => 'None', 'Democratic Party' => 'None'"
OH-HR112-Y2019,None,"Honoring the Warner Elite Wrestling Club as a 2019 Ohio Athletic Committee Team Champion. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'Legislatures' => 'None', 'Virginia' => 'Location', 'Procter & Gamble' => 'Unknown'"
OH-HR113-Y2019,Safety,"Recognizing Workers Memorial Day 2019 in Ohio. ","(NLU)'Occupational safety and health' => 'Safety', 'United States House of Representatives' => 'None', 'Memorial Day' => 'None', 'Better' => 'None', 'Clerk of the United States House of Representatives' => 'None'"
OH-HR114-Y2019,None,"Honoring the Columbus Africentric Early College High School girls basketball team on winning the 2019 Division III State Championship. ","(NLU)'High school' => 'Education', 'United States' => 'Location', 'United States House of Representatives' => 'None', 'Basketball' => 'None', 'College' => 'Education'"
OH-HR115-Y2019,Jobs,"Honoring the Mentor Public Library on its Two Hundredth Anniversary. ","(NLU)'Public library' => 'Education', 'Library' => 'Jobs', 'United States House of Representatives' => 'None', 'Librarian' => 'Jobs', 'Clerk of the United States House of Representatives' => 'None'"
OH-HR116-Y2019,None,"Honoring Logan Heil on winning a 2019 Division I State Wrestling Championship. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'School' => 'Education', 'Education' => 'Education', 'House of Lords' => 'None'"
OH-HR117-Y2019,None,"Honoring United Church of Christ, Congregational,. ","(NLU)'Christianity' => 'None', 'United States House of Representatives' => 'None', 'Baptism' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'Christian denomination' => 'None'"
OH-HR118-Y2019,Jobs,"Honoring the Madison Public Library on its Centennial. ","(NLU)'Public library' => 'Education', 'Library' => 'Jobs', 'Carnegie library' => 'Education', 'Andrew Carnegie' => 'None', 'United States House of Representatives' => 'None'"
OH-HR119-Y2019,None,"Honoring the Genoa High School wrestling team on winning the 2019 Division III and Dual Team state championships. ","(NLU)'United States House of Representatives' => 'None', 'United States' => 'Location', 'High school' => 'Education', 'Wrestling' => 'None', 'Clerk of the United States House of Representatives' => 'None'"
OH-HR12-Y2019,None,"Honoring The Ohio State University football team as the 2019 Rose Bowl Champion. ","(NLU)'Big Ten Conference' => 'None', 'United States House of Representatives' => 'None', 'Columbus, Ohio' => 'Location', 'Ohio' => 'Location', 'Super Bowl' => 'None'"
OH-HR120-Y2019,None,"Honoring Tori Wilson as a 2019 National United Wrestling Association for Youth Girls Champion. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'United States' => 'Location', 'Youth' => 'None', 'Speaker of the United States House of Representatives' => 'None'"
OH-HR121-Y2019,Safety,"Honoring Mark J. Weiner as the 2019 National Crime Victim Service Award recipient. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'Criminology' => 'Safety', 'Honour' => 'None', 'Speaker of the United States House of Representatives' => 'None'"
OH-HR122-Y2019,None,"Authorizing Ohio TeenPact Leadership School to use the Ohio House Chambers to conduct its graduation ceremony. ","(NLU)'United States House of Representatives' => 'None', 'Legislature' => 'None', 'United States' => 'Location', 'Legislatures' => 'None', 'Democratic Party' => 'None'"
OH-HR123-Y2019,None,"Honoring Canaan Township on its Bicentennial. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'Virtue' => 'None', 'Speaker of the United States House of Representatives' => 'None', 'Legislatures' => 'None'"
OH-HR124-Y2019,None,"Recognizing the Governor-s Thirty-ninth Annual Holocaust Commemoration, May 9, 2019. ","(NLU)'Nazi Germany' => 'Unknown', 'World War II' => 'None', 'The Holocaust' => 'Unknown', 'Adolf Hitler' => 'Unknown', 'Nazi Party' => 'Unknown'"
OH-HR125-Y2019,None,"Honoring Lucas Byrd on winning a 2019 Division I State Wrestling Championship. ","(NLU)'United States House of Representatives' => 'None', 'Louisiana' => 'Location', 'Democratic Party' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'United States' => 'Location'"
OH-HR126-Y2019,None,"Honoring Trey Sizemore on winning a 2019 Division I State Wrestling Championship. ","(NLU)'United States House of Representatives' => 'None', 'Louisiana' => 'Location', 'Clerk of the United States House of Representatives' => 'None', 'Democratic Party' => 'None', 'United States' => 'Location'"
OH-HR127-Y2019,None,"Honoring Dustin Norris on winning a 2019 Division I State Wrestling Championship. ","(NLU)'United States House of Representatives' => 'None', 'High school' => 'Education', 'Louisiana' => 'Location', 'Democratic Party' => 'None', 'Clerk of the United States House of Representatives' => 'None'"
OH-HR128-Y2019,Jobs,"Honoring the Bluffsview Elementary School archery team on winning the 2019 Ohio National Archery in the Schools Program Tournament. ","(NLU)'Education' => 'Education', 'United States House of Representatives' => 'None', 'School' => 'Education', 'Primary school' => 'Education', 'Teacher' => 'Jobs'"
OH-HR129-Y2019,Jobs,"Honoring Ben Pasiuk as a 2019 Senior High School National Champion in wrestling. ","(NLU)'High school' => 'Education', 'United States House of Representatives' => 'None', 'College' => 'Education', 'Grammar school' => 'Education', 'Vocational school' => 'Jobs'"
OH-HR13-Y2019,None,"Honoring the University of Cincinnati football team as the 2018 Military Bowl Champion. ","(NLU)'United States House of Representatives' => 'None', 'Ohio' => 'Location', 'Clerk of the United States House of Representatives' => 'None', 'Cincinnati' => 'Location', 'Team' => 'None'"
OH-HR130-Y2019,None,"Relative to the election of the Clerk of the House of Representatives. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'United States' => 'Location', 'Remainder' => 'None', 'Lower house' => 'None'"
OH-HR131-Y2019,None,"Honoring the Sheridan High School FFA Ag mechanics skills team as a 2019 State Career Development Event Champion. ","(NLU)'United States House of Representatives' => 'None', 'High school' => 'Education', 'Clerk of the United States House of Representatives' => 'None', 'United States' => 'Location', 'State' => 'None'"
OH-HR132-Y2019,None,"Honoring the Sheridan High School FFA outdoor power equipment team on winning a 2019 State Championship. ","(NLU)'United States House of Representatives' => 'None', 'High school' => 'Education', 'Clerk of the United States House of Representatives' => 'None', 'United States' => 'Location', 'State' => 'None'"
OH-HR133-Y2019,None,"Honoring Master Chief Edward Byers, Jr. as a Medal of Honor recipient. ","(NLU)'United States Navy' => 'Military', 'United States House of Representatives' => 'None', 'United States' => 'Location', 'Clerk of the United States House of Representatives' => 'None', 'Armed forces' => 'Military'"
OH-HR134-Y2019,None,"Honoring the Liberty Center High School cheer team. ","(NLU)'United States House of Representatives' => 'None', 'High school' => 'Education', 'Clerk of the United States House of Representatives' => 'None', 'Sports terminology' => 'None', 'Member of Parliament' => 'None'"
OH-HR135-Y2019,None,"Honoring the Kiwanis Club of Springfield on its One Hundredth Anniversary. ","(NLU)'United States House of Representatives' => 'None', 'Kiwanis' => 'None', 'Clerk of the United States House of Representatives' => 'None'"
OH-HR136-Y2019,None,"Honoring Joe Macklin as the 2019 Ohio Big Brother of the Year. ","(NLU)'United States House of Representatives' => 'None', 'Sibling' => 'None', 'United States' => 'Location', 'Clerk of the United States House of Representatives' => 'None', 'Democratic Party' => 'None'"
OH-HR137-Y2019,None,"Honoring Malakii Pinkelton on winning a 2019 OAC Division 3 Wrestling Championship. ","(NLU)'United States House of Representatives' => 'None', 'Wrestling' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'Legislatures' => 'None', 'United States' => 'Location'"
OH-HR138-Y2019,Transportation,"Honoring Tara J. Barnhart on being named the 2018 Dispatcher of the Year by the OSHP. ","(NLU)'Ohio State Highway Patrol' => 'Transportation', 'United States House of Representatives' => 'None', 'Ohio' => 'Location', 'Clerk of the United States House of Representatives' => 'None', 'Dispatcher' => 'Jobs'"
OH-HR139-Y2019,None,"Honoring Lucas Salmon as a 2019 Division II State Wrestling Champion. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'House of Lords' => 'None', 'Legislatures' => 'None', 'United States' => 'Location'"
OH-HR14-Y2019,Jobs,"Honoring Grace Rhodes on her success at the 2018 Ohio Invention Convention and Entrepreneurship Expo. ","(NLU)'United States House of Representatives' => 'None', 'Innovation' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'Invention' => 'Jobs', 'United States' => 'Location'"
OH-HR140-Y2019,None,"To call on legislators at the state and federal level and other communities and jurisdictions to support an amendment to the United States Constitution that would abolish corporate personhood and the doctrine of money as speech. ","(NLU)'United States Constitution' => 'None', 'United States' => 'Location', 'Supreme Court of the United States' => 'None', 'United States Declaration of Independence' => 'None', 'United States House of Representatives' => 'None'"
OH-HR141-Y2019,None,"Honoring the Oakwood High School Academic Decathlon team as the 2019 United States Academic Decathlon Division III National Champion. ","(NLU)'United States' => 'Location', 'United States House of Representatives' => 'None', 'High school' => 'Education', 'U.S. state' => 'None', 'Democratic Party' => 'None'"
OH-HR142-Y2019,Transportation,"Honoring Buckeye Lake State Park on the One Hundred Twenty-fifth Anniversary of the lake being named Buckeye Lake by the Ohio General Assembly. ","(NLU)'Columbus, Ohio' => 'Location', 'United States House of Representatives' => 'None', 'Tram' => 'Transportation', 'Park' => 'None', 'Great Depression' => 'None'"
OH-HR143-Y2019,None,"Honoring Tyler Warner as a 2015 Division II State Wrestling Champion. ","(NLU)'United States House of Representatives' => 'None', 'United States' => 'Location', 'Delaware' => 'Location', 'Clerk of the United States House of Representatives' => 'None', 'House of Lords' => 'None'"
OH-HR144-Y2019,None,"Honoring Tyler Warner as a 2014 Division II State Wrestling Champion. ","(NLU)'United States House of Representatives' => 'None', 'Wrestling' => 'None', 'Democratic Party' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'House of Lords' => 'None'"
OH-HR145-Y2019,None,"Honoring Tyler Warner on winning a 2013 NHSCA Freshman National Wrestling Championship. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'High school' => 'Education', 'Speaker of the United States House of Representatives' => 'None', 'United States' => 'Location'"
OH-HR146-Y2019,None,"Honoring Tyler Warner as a 2013 Division II State Wrestling Champion. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'House of Lords' => 'None', 'Legislatures' => 'None', 'United States' => 'Location'"
OH-HR147-Y2019,None,"Honoring Covert-s Furniture on its Centennial. ","(NLU)'United States House of Representatives' => 'None', 'Ohio River' => 'Location', 'Ohio' => 'Location', 'Huntington, West Virginia' => 'Location', 'Virginia' => 'Location'"
OH-HR148-Y2019,None,"Relative to the election of Jeff LaRe to fill the vacancy in the membership of the House of Representatives created by the resignation of Tim Schaffer of the 77th House District. ","(NLU)'United States House of Representatives' => 'None', 'Republican Party' => 'None', 'Democratic Party' => 'None', 'Ohio' => 'Location', 'Thomas Jefferson' => 'None'"
OH-HR149-Y2019,None,"Honoring Zack Mattin on winning a 2019 Division III State Wrestling Championship. ","(NLU)'United States House of Representatives' => 'None', 'High school' => 'Education', 'Clerk of the United States House of Representatives' => 'None', 'School' => 'Education', 'Education' => 'Education'"
OH-HR15-Y2019,Jobs,"Honoring Claire Rhodes on her success at the 2018 National Invention Convention and Entrepreneurship Expo. ","(NLU)'United States House of Representatives' => 'None', 'Innovation' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'Koch Industries' => 'Jobs', 'Invention' => 'Jobs'"
OH-HR150-Y2019,None,"Relative to the election of Diane V. Grendell to fill the vacancy in the membership of the House of Representatives created by the resignation of Sarah LaTourette of the 76th House District. ","(NLU)'United States House of Representatives' => 'None', 'Republican Party' => 'None', 'Democratic Party' => 'None', 'Ohio' => 'Location', 'Thomas Jefferson' => 'None'"
OH-HR151-Y2019,None,"Honoring the Springfield High School DECA Chapter. ","(NLU)'United States House of Representatives' => 'None', 'High school' => 'Education', 'Team' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'Project team' => 'None'"
OH-HR152-Y2019,Jobs,"Honoring Dr. Rattan Lal as a recipient of the 2019 Japan Prize. ","(NLU)'Nobel Prize' => 'None', 'United States House of Representatives' => 'None', 'Nobel Peace Prize' => 'None', 'Agriculture' => 'Jobs', 'Clerk of the United States House of Representatives' => 'None'"
OH-HR153-Y2019,None,"Relative to the election of Gil Blair to fill the vacancy in the membership of the House of Representatives created by the resignation of Glenn Holmes of the 63rd House District. ","(NLU)'Democratic Party' => 'None', 'United States House of Representatives' => 'None', 'Member of Parliament' => 'None', 'United States' => 'Location', 'Ohio' => 'Location'"
OH-HR154-Y2019,None,"Honoring the Dover Youth Girls Rugby Club as the 2019 Rugby Ohio Youth State Champion. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'United States' => 'Location', 'Youth' => 'None', 'U.S. state' => 'None'"
OH-HR155-Y2019,None,"Honoring Dylan D-Emilio as a 2019 Division III State Wrestling Champion. ","(NLU)'United States House of Representatives' => 'None', 'United States' => 'Location', 'Clerk of the United States House of Representatives' => 'None', 'House of Lords' => 'None', 'Legislatures' => 'None'"
OH-HR156-Y2019,None,"Honoring All Saints Episcopal Church on its Bicentennial. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'Bishop' => 'None', 'New York' => 'Location', 'Virginia' => 'Location'"
OH-HR157-Y2019,None,"Honoring Jamisyn Stinson as the 2019 Elks Hoop Shoot National Champion. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'Speaker of the United States House of Representatives' => 'None', 'National championship' => 'None', 'Resolution' => 'None'"
OH-HR158-Y2019,None,"Honoring Brad and Mindy Thornburg as the 2018 Ohio Cattlemen-s Association Young Cattlemen of the Year. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'Speaker of the United States House of Representatives' => 'None', 'Resolution' => 'None', 'Authentication' => 'None'"
OH-HR159-Y2019,None,"Honoring the Upper Arlington High School girls lacrosse team on winning the 2019 Division I State Championship. ","(NLU)'United States House of Representatives' => 'None', 'United States' => 'Location', 'Lacrosse' => 'None', 'High school' => 'Education', 'Clerk of the United States House of Representatives' => 'None'"
OH-HR16-Y2019,None,"Honoring Suvan Dommeti on his success at the 2018 Ohio Invention Convention and Entrepreneurship Competition. ","(NLU)'United States House of Representatives' => 'None', 'Innovation' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'Speaker of the United States House of Representatives' => 'None', 'House of Lords' => 'None'"
OH-HR160-Y2019,None,"Honoring Kirsten Clay as a 2019 Division II State Track and Field Champion. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'Speaker of the United States House of Representatives' => 'None', 'House of Lords' => 'None', 'Pentathlon' => 'None'"
OH-HR161-Y2019,None,"Honoring the Antwerp High School softball team as the 2019 Division IV State Champion. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'High school' => 'Education', 'House of Lords' => 'None', 'United States' => 'Location'"
OH-HR162-Y2019,None,"Honoring Joshua Verhoff on winning a 2019 Division III State Track and Field Championship. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'House of Lords' => 'None', 'Hallmark Cards' => 'None', 'Legislatures' => 'None'"
OH-HR163-Y2019,None,"Honoring the Kalida High School girls 400-meter relay team on securing the 2019 Division III State Championship title. ","(NLU)'United States House of Representatives' => 'None', 'High school' => 'Education', 'Clerk of the United States House of Representatives' => 'None', 'House of Lords' => 'None', 'United States' => 'Location'"
OH-HR164-Y2019,None,"Honoring Carlee Siefker as the 2019 Division III State Champion in the long jump. ","(NLU)'United States House of Representatives' => 'None', 'Track and field athletics' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'House of Lords' => 'None', 'Inch' => 'None'"
OH-HR165-Y2019,None,"Honoring the Liberty Center High School boys 4x400-meter relay team as the 2019 Division III State Champion. ","(NLU)'United States House of Representatives' => 'None', 'High school' => 'Education', 'Clerk of the United States House of Representatives' => 'None', 'United States' => 'Location', 'Resolution' => 'None'"
OH-HR166-Y2019,None,"Honoring Connor Troyer on winning a 2019 NCAA Division III Outdoor Track and Field Championship title. ","(NLU)'United States House of Representatives' => 'None', 'Track and field athletics' => 'None', 'Hurdling' => 'None'"
OH-HR167-Y2019,None,"Honoring Mack Anglin as the 2018-2019 Gatorade Ohio Baseball Player of the Year. ","(NLU)'Baseball statistics' => 'None', 'Babe Ruth' => 'None', 'Baseball' => 'None', 'Batting' => 'None', 'Earned run' => 'None'"
OH-HR168-Y2019,None,"Honoring the Village of Georgetown on the auspicious occasion of its Bicentennial. ","(NLU)'Ulysses S. Grant' => 'None', 'United States House of Representatives' => 'None', 'President of the United States' => 'Unknown', 'Clerk of the United States House of Representatives' => 'None', 'Republican Party' => 'None'"
OH-HR169-Y2019,None,"Honoring the Shelby High School boys 3,200-meter relay team as the 2019 Division II State Champion. ","(NLU)'United States House of Representatives' => 'None', 'High school' => 'Education', 'Clerk of the United States House of Representatives' => 'None', 'United States' => 'Location', 'Legislatures' => 'None'"
OH-HR17-Y2019,None,"Honoring the University of Cincinnati on its Two Hundredth Anniversary. ","(NLU)'Ohio' => 'Location', 'United States House of Representatives' => 'None', 'University of Cincinnati' => 'Education', 'Cincinnati' => 'Location', 'Higher education' => 'Education'"
OH-HR170-Y2019,None,"Honoring Copley Township on the auspicious occasion of its Bicentennial. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'United States' => 'Location', 'Time' => 'None', 'Speaker of the United States House of Representatives' => 'None'"
OH-HR171-Y2019,None,"Honoring Justin Braun on winning a 2019 Division I State Track and Field Championship. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'House of Lords' => 'None', 'Legislatures' => 'None', 'United States' => 'Location'"
OH-HR172-Y2019,None,"Honoring Folake Olujide-Ajibade on winning a 2019 Division I State Track and Field Championship. ","(NLU)'United States House of Representatives' => 'None', 'Track and field athletics' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'House of Lords' => 'None', 'Hurdling' => 'None'"
OH-HR173-Y2019,None,"Honoring Ashton Warner on winning the 2019 Division II State championship in the shot put. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'House of Lords' => 'None', 'Legislatures' => 'None', 'United States' => 'Location'"
OH-HR174-Y2019,None,"Honoring First Presbyterian Church on its Two Hundredth Anniversary. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'Bishop' => 'None', 'Congregational church' => 'None', 'Christianity' => 'None'"
OH-HR175-Y2019,None,"Honoring Calista Manns as the 2019 Division III State track and field champion in the 100- and 300-meter hurdles. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'Track and field athletics' => 'None', 'United States' => 'Location', 'House of Lords' => 'None'"
