key,chosen_impact,title,summary,relevance
OH-HB97-Y2019,Safety,"Require bicyclists under 18 to wear helmets. ","To enact section of the Revised Code to require bicycle operators and passengers under 18 years of age to wear protective helmets and to establish the Bicycle Safety Fund. ","(NLU)'Bicycle helmet' => 'Safety', 'Helmet' => 'Safety', 'Police' => 'Safety', 'Cycling' => 'None', 'Bicycle' => 'Transportation'"
OH-HB98-Y2019,None,"Reinstate the Rural Industrial Park Loan Fund. ","To enact section of the Revised Code to reinstate the rural industrial park loan fund and to make an appropriation. ","(NLU)'Appropriation' => 'None', 'Fiscal year' => 'None', 'Appropriation' => 'None', 'United States House of Representatives' => 'None', 'Act of Congress' => 'None'"
OH-HB99-Y2019,Safety,"Revise homestead exemption income eligibility and tax reduction. ","To amend sections of the Revised Code to raise the homestead exemption income eligibility to $60,000 and increase the tax reduction. ","(NLU)'Property' => 'None', 'Mobile home' => 'Safety', 'Taxation in the United States' => 'None', 'Taxation' => 'None', 'Property tax' => 'None'"
OH-HCR1-Y2019,None,"Relative to a committee to wait upon the Governor to let him know the 133rd General Assembly is in session. ","Relative to a committee to wait upon the Governor to let him know the 133rd General Assembly is in session. ","(NLU)'United States House of Representatives' => 'None', 'Legislatures' => 'None', 'United States' => 'Location', 'Democratic Party' => 'None', 'United States Senate' => 'None'"
OH-HCR10-Y2019,None,"Designate drug cartels as foreign terrorist organizations. ","To urge the federal government to designate certain drug cartels operating as foreign terrorist organizations. ","(NLU)'United States Senate' => 'None', 'United States' => 'Location', 'United States House of Representatives' => 'None', 'Democratic Party' => 'None', 'United States Constitution' => 'None'"
OH-HCR11-Y2019,None,"Recognize Jerusalem as the capital of Israel. ","To recognize Jerusalem as the capital of the State of Israel. ","(NLU)'United States' => 'Location', 'United States House of Representatives' => 'None', 'Israel' => 'Location', 'United States Senate' => 'None', 'Democratic Party' => 'None'"
OH-HCR12-Y2019,None,"Stop unwanted robocalls and call spoofing. ","To urge the Congress of the United States to grant additional authority to the Federal Communications Commission to stop unwanted robocalls and _call spoofing_ and to urge the Commission to educate the public on how to report illegal telephone calls. ","(NLU)'United States House of Representatives' => 'None', 'United States' => 'Location', 'United States Congress' => 'None', 'United States Senate' => 'None', 'Democratic Party' => 'None'"
OH-HCR13-Y2019,Jobs,"Encourage equity and diversity in Ohio corporate government. ","To encourage equitable and diverse gender representation on the boards and in senior management of Ohio companies and institutions. ","(NLU)'Board of directors' => 'None', 'Management' => 'None', 'Corporation' => 'None', 'Corporate governance' => 'Jobs', 'Corporate title' => 'None'"
OH-HCR14-Y2019,None,"Designate Great Lakes-St. Lawrence Appreciation Day. ","To designate September 7, 2019, as Great Lakes-St. Lawrence Appreciation Day. ","(NLU)'Great Lakes' => 'Location', 'Michigan' => 'Location', 'Lake Erie' => 'Location', 'Lake Huron' => 'Location', 'Saint Lawrence Seaway' => 'Unknown'"
OH-HCR15-Y2019,None,"Afford states flexibility-supplemental nutrition assistance. ","Urging Congress and the United States Department of Agriculture to continue the historical policy of affording states flexibility in administering the Supplemental Nutrition Assistance Program. ","(NLU)'U.S. state' => 'None', 'United States' => 'Location', 'United States House of Representatives' => 'None', 'United States Congress' => 'None', 'Louisiana' => 'Location'"
OH-HCR16-Y2019,Jobs,"Enact Protecting the Right to Organize Act of 2019. ","To urge the Congress of the United States to enact the Protecting the Right to Organize Act of 2019. ","(NLU)'Trade union' => 'Jobs', 'United States House of Representatives' => 'None', 'United States' => 'Location', 'Collective bargaining' => 'Jobs', 'National Labor Relations Act' => 'Jobs'"
OH-HCR17-Y2019,None,"Expand Supplemental Nutrition Assistance Program to strikers. ","Urging Congress to expand Supplemental Nutrition Assistance Program eligibility to include the households of striking workers. ","(NLU)'Strike action' => 'None', 'United States' => 'Location', 'United States House of Representatives' => 'None', 'United States Congress' => 'None'"
OH-HCR18-Y2019,None,"Urge support of Screen at 23 campaign for Type 2 diabetes. ","To urge support of the _Screen at 23_ campaign regarding the screening of Asian Americans for type 2 diabetes. ","(NLU)'United States' => 'Location', 'White American' => 'Racial', 'Asian American' => 'Racial', 'Hawaii' => 'Location', 'Louisiana' => 'Location'"
OH-HCR19-Y2019,Safety,"Reauthorize Violence Against Women Act. ","To urge the United States Senate to reauthorize the Violence Against Women Act. ","(NLU)'United States House of Representatives' => 'None', 'Violence' => 'Safety', 'Violence against women' => 'Safety', 'Domestic violence' => 'Safety', 'United States' => 'Location'"
OH-HCR2-Y2019,None,"Relative to the inauguration of the Governor. ","Relative to the inauguration of the Governor. ","(NLU)'United States House of Representatives' => 'None', 'United States' => 'Location', 'Legislatures' => 'None', 'Democratic Party' => 'None', 'Republican Party' => 'None'"
OH-HCR20-Y2019,Healthcare,"Standardize home and community-based Medicaid waiver programs. ","To urge Congress to standardize home and community-based Medicaid waiver programs to better accommodate military families with special needs. ","(NLU)'Centers for Medicare and Medicaid Services' => 'Healthcare', 'United States House of Representatives' => 'None', 'Health care' => 'Healthcare', 'United States Congress' => 'None', 'Medicare' => 'Healthcare'"
OH-HCR21-Y2019,Transportation,"Celebrate importance of public transit-declare Loves Transit Day. ","To declare February 14, 2020, as _Ohio Loves Transit Day_ and encourage all Ohioans to participate in the events taking place across Ohio during the week of and on February 14, 2020, to celebrate the importance of public transit in Ohio. ","(NLU)'United States' => 'Location', 'Ohio' => 'Location', 'Public transport' => 'Transportation', 'Public transport timetable' => 'Transportation', 'Sustainable transport' => 'Transportation'"
OH-HCR22-Y2020,None,"Urge Youngstown Air Reserve Station as home of C-130J aircraft. ","To urge the United States Department of Defense to select Youngstown Air Reserve Station as the home for the new C-130J Hercules aircraft. ","(NLU)'United States House of Representatives' => 'None', 'Democratic Party' => 'None', 'United States' => 'Location', 'United States Senate' => 'None', 'United States Marine Corps' => 'Military'"
OH-HCR23-Y2020,None,"Authorizing a joint convention of the Ohio General Assembly for the purpose of receiving a message from the Governor and calling for a committee to wait upon the Governor in anticipation of his State of the State Address. ","Authorizing a joint convention of the Ohio General Assembly for the purpose of receiving a message from the Governor and calling for a committee to wait upon the Governor in anticipation of his State of the State Address. ","(NLU)'United States Senate' => 'None', 'United States House of Representatives' => 'None', 'Legislatures' => 'None', 'Columbus, Ohio' => 'Location', 'George Voinovich' => 'None'"
OH-HCR24-Y2020,None,"Urge retain baseball contract with Mahoning Valley Scrappers. ","To urge Major League Baseball not to terminate its player development contract with the Mahoning Valley Scrappers Minor League Baseball Team. ","(NLU)'Major League Baseball' => 'None', 'Minor league baseball' => 'None', 'Cleveland Indians' => 'None', 'Baseball' => 'None', 'St. Louis Cardinals' => 'None'"
OH-HCR25-Y2020,Safety,"Declare state of emergency on childhood trauma. ","Urging the Governor to declare a State of Emergency on Childhood Trauma in Ohio. ","(NLU)'Psychological trauma' => 'Safety', 'Posttraumatic stress disorder' => 'Healthcare', 'United States' => 'Location', 'Race' => 'Racial', 'Ethnic group' => 'Racial'"
OH-HCR26-Y2020,None,"Urge Congress to prohibit internet cut off during COVID-19. ","To urge the Congress and the President of the United States to prohibit internet service providers from terminating internet service to residential customers and small businesses during the COVID-19 pandemic. ","(NLU)'United States House of Representatives' => 'None', 'United States' => 'Location', 'United States Senate' => 'None', 'Democratic Party' => 'None', 'United States Congress' => 'None'"
OH-HCR27-Y2020,Healthcare,"Urge Medicaid/Medicare special enrollment for COVID-19. ","To urge the Centers for Medicare and Medicaid Services to immediately issue a special enrollment period through HealthCare.gov for uninsured Ohioans who may be unable to access COVID-19 testing and treatment. ","(NLU)'Centers for Medicare and Medicaid Services' => 'Healthcare', 'United States' => 'Location', 'United States House of Representatives' => 'None', 'Health insurance' => 'Healthcare', 'Medicare' => 'Healthcare'"
OH-HCR28-Y2020,Healthcare,"Denounce all discrimination resulting from COVID-19. ","To denounce all forms of stigmatization, racism, and discrimination occurring as a result of the COVID-19 pandemic. ","(NLU)'World Health Organization' => 'Healthcare', 'Health care' => 'Healthcare', 'International Red Cross and Red Crescent Movement' => 'Healthcare', 'United States House of Representatives' => 'None', 'Geneva' => 'Unknown'"
OH-HCR29-Y2020,Healthcare,"Urge Congress and FDA to prevent drug shortages. ","To urge the federal Food and Drug Administration and the United States Congress to take action to prevent drug shortages. ","(NLU)'Food and Drug Administration' => 'Healthcare', 'United States House of Representatives' => 'None', 'United States Congress' => 'None', 'Health care' => 'Healthcare', 'U.S. state' => 'None'"
OH-HCR3-Y2019,None,"Authorizing a joint convention of the Ohio General Assembly for the purpose of receiving a message from the Governor and calling for a committee to wait upon the Governor in anticipation of his State of the State Address. ","Authorizing a joint convention of the Ohio General Assembly for the purpose of receiving a message from the Governor and calling for a committee to wait upon the Governor in anticipation of his State of the State Address. ","(NLU)'United States House of Representatives' => 'None', 'Legislatures' => 'None', 'United States Senate' => 'None', 'Columbus, Ohio' => 'Location', 'George Voinovich' => 'None'"
OH-HCR30-Y2020,None,"Designate September 7 Great Lakes-St. Lawrence. ","To designate September 7 as Great Lakes-St. Lawrence Appreciation Day. ","(NLU)'Great Lakes' => 'Location', 'Michigan' => 'Location', 'Lake Erie' => 'Location', 'Lake Huron' => 'Location', 'Ontario' => 'Location'"
OH-HCR31-Y2020,None,"Declare racism a public health crisis/promote racial equity. ","To declare racism a public health crisis and to ask the Governor to establish a working group to promote racial equity in Ohio. ","(NLU)'Race' => 'Racial', 'United States' => 'Location', 'Black people' => 'Racial', 'Miscegenation' => 'Racial', 'White people' => 'Unknown'"
OH-HCR32-Y2020,Transportation,"Urge selecting Ohio as headquarters of US Space Command. ","To urge the United States government to select Ohio to host the permanent headquarters of the United States Space Command. ","(NLU)'United States Air Force' => 'Military', 'NASA' => 'Transportation', 'Space exploration' => 'Transportation', 'Space Race' => 'Transportation', 'U.S. state' => 'None'"
OH-HCR33-Y2020,None,"Urge Congress-designate Juneteenth Independence Day. ","To urge the United States Congress to pass and the President of the United States to sign legislation to designate June 19th as a national holiday, to be known as Juneteenth Independence Day, in recognition of June 19, 1865, the date on which news of the end of slavery reached enslaved people in the southwestern states. ","(NLU)'United States' => 'Location', 'American Civil War' => 'None', 'United States House of Representatives' => 'None', 'Democratic Party' => 'None', 'Washington, D.C.' => 'Location'"
OH-HCR34-Y2020,None,"Urge Congress-review and evaluate credit reporting. ","To urge the United States Congress to review and evaluate credit reporting agencies and how credit scores and credit ratings create economic inequities. ","(NLU)'United States House of Representatives' => 'None', 'United States' => 'Location', 'United States Senate' => 'None', 'United States Congress' => 'None', 'Credit score' => 'None'"
OH-HCR35-Y2020,Jobs,"Include African-Americans on corporate boards/in management. ","To encourage representation of African Americans on the boards and in senior management of Ohio companies and institutions. ","(NLU)'Board of directors' => 'None', 'Management' => 'None', 'Corporation' => 'None', 'Democratic Party' => 'None', 'Corporate governance' => 'Jobs'"
OH-HCR36-Y2020,None,"Urge Congress-require corporations and unions to disclose donors. ","To urge Congress to pass legislation requiring corporations and labor organizations that make political expenditures to disclose the identities of their donors. ","(NLU)'United States House of Representatives' => 'None', 'United States Congress' => 'None', 'United States' => 'Location', 'Democratic Party' => 'None', 'United States Senate' => 'None'"
OH-HCR4-Y2019,None,"Urge Congress fund grants for funds not received during shutdown. ","To urge Congress to ensure organizations that have been awarded federal grants receive funding retroactively to account for funding not received during a partial federal government shutdown. ","(NLU)'United States House of Representatives' => 'None', 'United States Congress' => 'None', 'United States' => 'Location', 'President of the United States' => 'Unknown', 'United States Senate' => 'None'"
OH-HCR5-Y2019,None,"Urge Congress to enact the American Miners Act of 2019. ","To urge the Congress of the United States to enact the American Miners Act of 2019. ","(NLU)'President of the United States' => 'Unknown', 'United States House of Representatives' => 'None', 'United States' => 'Location', 'Democratic Party' => 'None', 'Franklin D. Roosevelt' => 'None'"
OH-HCR6-Y2019,None,"Encourage General Motors to keep Lordstown complex open. ","To encourage General Motors to keep its Lordstown Complex open by allocating a new vehicle for production there. . ","(NLU)'United States House of Representatives' => 'None', 'United States' => 'Location', 'Democratic Party' => 'None', 'United States Senate' => 'None', 'President of the United States' => 'Unknown'"
OH-HCR7-Y2019,None,"To delegate to the President of the Senate and the Speaker of the House of Representatives authority to designate groups of members to prepare arguments for and against amendments to the Ohio Constitution proposed by the General Assembly, a person or persons to prepare an argument for any law, section, or item submitted to the electors by referendum petition, and a person or persons to prepare an argument against any constitutional amendment proposed by initiative petition. ","To delegate to the President of the Senate and the Speaker of the House of Representatives authority to designate groups of members to prepare arguments for and against amendments to the Ohio Constitution proposed by the General Assembly, a person or persons to prepare an argument for any law, section, or item submitted to the electors by referendum petition, and a person or persons to prepare an argument against any constitutional amendment proposed by initiative petition. ","(NLU)'United States Constitution' => 'None', 'Referendum' => 'None', 'United States House of Representatives' => 'None', 'Washington, D.C.' => 'Location', 'United States Senate' => 'None'"
OH-HCR8-Y2020,None,"Urge Congress-change crash indicator-show only if driver at fault. ","To urge Congress to encourage the Administrator of the FMCSA to change the crash indicator BASIC regulation standards to consider only crashes in which the driver was at fault for the crash. ","(NLU)'United States House of Representatives' => 'None', 'United States Senate' => 'None', 'United States Congress' => 'None', 'United States' => 'Location', 'Democratic Party' => 'None'"
OH-HCR9-Y2019,None,"Urge reinstating separation commercial and investment banking. ","To urge the United States Congress and the President of the United States to enact legislation that would reinstate the separation of commercial and investment banking function that was in effect under the Glass-Steagall Act. ","(NLU)'United States House of Representatives' => 'None', 'United States Senate' => 'None', 'United States' => 'Location', 'United States Congress' => 'None', 'Democratic Party' => 'None'"
OH-HJR1-Y2019,None,"Modify signature requirement-initiated constitutional amendment. ","Proposing to amend Sections 1a and 1g of Article II of the Constitution of the State of Ohio to modify certain signature requirements for a proposed constitutional amendment by initiative petition. ","(NLU)'Referendum' => 'None', 'United States Constitution' => 'None', 'Initiative' => 'None', 'Constitutional amendment' => 'None', 'Law' => 'None'"
OH-HJR2-Y2019,Environment,"Provide Ohio critical infrastructure protection. ","Proposing to enact Section 12 of Article XV of the Constitution of the State of Ohio to provide Ohio critical infrastructure protection. ","(NLU)'Business' => 'None', 'Corporation' => 'None', 'Types of business entity' => 'None', 'Electric power transmission' => 'Environment', 'Property' => 'None'"
OH-HJR3-Y2020,None,"Amend constitution-permit election day voter registration. ","Proposing to amend Section 1 of Article V of the Constitution of the State of Ohio to permit an elector to register to vote on Election Day and vote in that election. ","(NLU)'United States Constitution' => 'None', 'Elections' => 'None', 'Election' => 'None', 'Voter turnout' => 'None', 'Referendum' => 'None'"
OH-HJR4-Y2020,Healthcare,"Amend constitution-prohibit slavery as punishment for crime. ","Proposing to amend Section 6 of Article I of the Constitution of the State of Ohio to prohibit slavery or involuntary servitude in Ohio for the punishment of crime. ","(NLU)'United States Constitution' => 'None', 'American Civil War' => 'None', 'Pennsylvania' => 'Location', 'Twenty-first Amendment to the United States Constitution' => 'Healthcare', 'Slavery in the United States' => 'Racial'"
OH-HR1-Y2019,None,"Relative to the election of the Clerk of the House of Representatives. ","Relative to the election of the Clerk of the House of Representatives. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'United States' => 'Location', 'Democratic Party' => 'None', 'Lower house' => 'None'"
OH-HR10-Y2019,None,"Relative to the election of the speaker pro tempore, the majority floor leader, the assistant majority floor leader, the majority whip, the assistant majority whip, the minority leader, the assistant minority leader, the minority whip, and the assistant minority whip for the 133rd General Assembly of Ohio. ","Relative to the election of the speaker pro tempore, the majority floor leader, the assistant majority floor leader, the majority whip, the assistant majority whip, the minority leader, the assistant minority leader, the minority whip, and the assistant minority whip for the 133rd General Assembly of Ohio. ","(NLU)'United States House of Representatives' => 'None', 'United States Congress' => 'None', 'Speaker of the United States House of Representatives' => 'None', 'Steny Hoyer' => 'None', 'Assistant party leaders of the United States Senate' => 'None'"
OH-HR100-Y2019,None,"Recognizing April 2019 as the Month of the Military Child in Ohio. ","Recognizing April 2019 as the Month of the Military Child in Ohio. ","(NLU)'United States House of Representatives' => 'None', 'Armed forces' => 'Military', 'Caspar Weinberger' => 'None', 'Military' => 'Military', 'Clerk of the United States House of Representatives' => 'None'"
OH-HR101-Y2019,None,"Honoring Max Millin on his performance at the 2019 Division I State Wrestling Championship. ","Honoring Max Millin on his performance at the 2019 Division I State Wrestling Championship. ","(NLU)'United States House of Representatives' => 'None', 'Heavyweight' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'Legislatures' => 'None', 'United States' => 'Location'"
OH-HR102-Y2019,None,"Honoring the Hoover High School girls 200-yard medley relay team on winning the 2019 Division I State Championship. ","Honoring the Hoover High School girls 200-yard medley relay team on winning the 2019 Division I State Championship. ","(NLU)'United States House of Representatives' => 'None', 'Medley swimming' => 'None', 'High school' => 'Education', 'Clerk of the United States House of Representatives' => 'None', 'United States' => 'Location'"
OH-HR103-Y2019,None,"Honoring Joey Mullen as the 2019 Division II State Champion in the 50-yard freestyle. ","Honoring Joey Mullen as the 2019 Division II State Champion in the 50-yard freestyle. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'House of Lords' => 'None', 'Legislatures' => 'None', 'United States' => 'Location'"
OH-HR104-Y2019,None,"Honoring Madeline Berrey as a 2019 State Gymnastics Champion. ","Honoring Madeline Berrey as a 2019 State Gymnastics Champion. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'United States' => 'Location', 'Democratic Party' => 'None', 'Future' => 'None'"
OH-HR105-Y2019,None,"Honoring the Walsh University women-s basketball team as the 2019 Great Midwest Athletic Conference champion. ","Honoring the Walsh University women-s basketball team as the 2019 Great Midwest Athletic Conference champion. ","(NLU)'United States' => 'Location', 'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'National Collegiate Athletic Association' => 'None', 'Indiana' => 'Location'"
OH-HR106-Y2019,None,"Honoring the Perry High School speech and debate team as the 2019 Ohio Speech and Debate Association Champion. ","Honoring the Perry High School speech and debate team as the 2019 Ohio Speech and Debate Association Champion. ","(NLU)'United States House of Representatives' => 'None', 'World Universities Debating Championship' => 'None', 'National Forensic League' => 'None', 'Debate' => 'None', 'High school' => 'Education'"
OH-HR107-Y2019,None,"Honoring Connor Troyer as a 2019 NCAA Division III Indoor Track and Field Champion. ","Honoring Connor Troyer as a 2019 NCAA Division III Indoor Track and Field Champion. ","(NLU)'United States House of Representatives' => 'None', 'Running' => 'None', 'Hurdling' => 'None', 'Track and field athletics' => 'None', 'Track and Field Athletics' => 'None'"
OH-HR108-Y2019,None,"Honoring Garrett Ford on earning four gold medals at the 2019 Special Olympics World Games. ","Honoring Garrett Ford on earning four gold medals at the 2019 Special Olympics World Games. ","(NLU)'Powerlifting' => 'None', 'United States House of Representatives' => 'None', 'Bench press' => 'None', 'United States' => 'Location', 'World Games' => 'None'"
OH-HR109-Y2019,None,"Honoring the Crestview High School boys basketball team on winning the 2019 Division IV State Championship. ","Honing the Crestview High School boys basketball team on winning the 2019 Division IV State Championship. ","(NLU)'United States House of Representatives' => 'None', 'High school' => 'Education', 'United States' => 'Location', 'Basketball' => 'None', 'Clerk of the United States House of Representatives' => 'None'"
OH-HR11-Y2019,None,"To adopt Rules of the House of Representatives for the 133rd General Assembly. ","To adopt Rules of the House of Representatives for the 133rd General Assembly. ","(NLU)'United States House of Representatives' => 'None', 'United States Senate' => 'None', 'Legislatures' => 'None', 'Committee' => 'None', 'Presiding Officer' => 'None'"
OH-HR110-Y2019,None,"A resolution urging Congress to award a Congressional Gold Medal to the late Senator John Glenn and Mrs. Annie Glenn. ","A resolution urging Congress to award a Congressional Gold Medal to the late Senator John Glenn and Mrs. Annie Glenn. ","(NLU)'John Glenn' => 'None', 'United States Senate' => 'None', 'Ohio State University' => 'Education', 'United States House of Representatives' => 'None', 'United States' => 'Location'"
OH-HR111-Y2019,None,"Authorizing Ohio TeenPact Leadership School to use the Ohio House Chambers to conduct its graduation ceremony. ","Authorizing Ohio TeenPact Leadership School to use the Ohio House Chambers to conduct its graduation ceremony. ","(NLU)'United States House of Representatives' => 'None', 'Legislature' => 'None', 'United States' => 'Location', 'Legislatures' => 'None', 'Democratic Party' => 'None'"
OH-HR112-Y2019,None,"Honoring the Warner Elite Wrestling Club as a 2019 Ohio Athletic Committee Team Champion. ","Honoring the Warner Elite Wrestling Club as a 2019 Ohio Athletic Committee Team Champion. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'Legislatures' => 'None', 'Virginia' => 'Location', 'Procter & Gamble' => 'Unknown'"
OH-HR113-Y2019,Safety,"Recognizing Workers Memorial Day 2019 in Ohio. ","Recognizing Workers Memorial Day 2019 in Ohio. ","(NLU)'Occupational safety and health' => 'Safety', 'United States House of Representatives' => 'None', 'Memorial Day' => 'None', 'Better' => 'None', 'Clerk of the United States House of Representatives' => 'None'"
OH-HR114-Y2019,None,"Honoring the Columbus Africentric Early College High School girls basketball team on winning the 2019 Division III State Championship. ","Honoring the Columbus Africentric Early College High School girls basketball team on winning the 2019 Division III State Championship. ","(NLU)'High school' => 'Education', 'United States' => 'Location', 'United States House of Representatives' => 'None', 'Basketball' => 'None', 'College' => 'Education'"
OH-HR115-Y2019,Jobs,"Honoring the Mentor Public Library on its Two Hundredth Anniversary. ","Honoring the Mentor Public Library on its Two Hundredth Anniversary. ","(NLU)'Public library' => 'Education', 'Library' => 'Jobs', 'United States House of Representatives' => 'None', 'Librarian' => 'Jobs', 'Clerk of the United States House of Representatives' => 'None'"
OH-HR116-Y2019,None,"Honoring Logan Heil on winning a 2019 Division I State Wrestling Championship. ","Honoring Logan Heil on winning a 2019 Division I State Wrestling Championship. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'School' => 'Education', 'Education' => 'Education', 'House of Lords' => 'None'"
OH-HR117-Y2019,None,"Honoring United Church of Christ, Congregational,. ","Honoring United Church of Christ, Congregational,. ","(NLU)'Christianity' => 'None', 'United States House of Representatives' => 'None', 'Baptism' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'Christian denomination' => 'None'"
OH-HR118-Y2019,Jobs,"Honoring the Madison Public Library on its Centennial. ","Honoring the Madison Public Library on its Centennial. ","(NLU)'Public library' => 'Education', 'Library' => 'Jobs', 'Carnegie library' => 'Education', 'Andrew Carnegie' => 'None', 'United States House of Representatives' => 'None'"
OH-HR119-Y2019,None,"Honoring the Genoa High School wrestling team on winning the 2019 Division III and Dual Team state championships. ","Honoring the Genoa High School wrestling team on winning the 2019 Division III and Dual Team state championships. ","(NLU)'United States House of Representatives' => 'None', 'United States' => 'Location', 'High school' => 'Education', 'Wrestling' => 'None', 'Clerk of the United States House of Representatives' => 'None'"
OH-HR12-Y2019,None,"Honoring The Ohio State University football team as the 2019 Rose Bowl Champion. ","Honoring The Ohio State University football team as the 2019 Rose Bowl Champion. ","(NLU)'Big Ten Conference' => 'None', 'United States House of Representatives' => 'None', 'Columbus, Ohio' => 'Location', 'Ohio' => 'Location', 'Super Bowl' => 'None'"
OH-HR120-Y2019,None,"Honoring Tori Wilson as a 2019 National United Wrestling Association for Youth Girls Champion. ","Honoring Tori Wilson as a 2019 National United Wrestling Association for Youth Girls Champion. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'United States' => 'Location', 'Youth' => 'None', 'Speaker of the United States House of Representatives' => 'None'"
OH-HR121-Y2019,Safety,"Honoring Mark J. Weiner as the 2019 National Crime Victim Service Award recipient. ","Honoring Mark J. Weiner as the 2019 National Crime Victim Service Award recipient. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'Criminology' => 'Safety', 'Honour' => 'None', 'Speaker of the United States House of Representatives' => 'None'"
OH-HR122-Y2019,None,"Authorizing Ohio TeenPact Leadership School to use the Ohio House Chambers to conduct its graduation ceremony. ","Authorizing Ohio TeenPact Leadership School to use the Ohio House Chambers to conduct its graduation ceremony. ","(NLU)'United States House of Representatives' => 'None', 'Legislature' => 'None', 'United States' => 'Location', 'Legislatures' => 'None', 'Democratic Party' => 'None'"
OH-HR123-Y2019,None,"Honoring Canaan Township on its Bicentennial. ","Honoring Canaan Township on its Bicentennial. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'Virtue' => 'None', 'Speaker of the United States House of Representatives' => 'None', 'Legislatures' => 'None'"
OH-HR124-Y2019,None,"Recognizing the Governor-s Thirty-ninth Annual Holocaust Commemoration, May 9, 2019. ","Recognizing the Governor-s Thirty-ninth Annual Holocaust Commemoration, May 9, 2019. ","(NLU)'Nazi Germany' => 'Unknown', 'World War II' => 'None', 'The Holocaust' => 'Unknown', 'Adolf Hitler' => 'Unknown', 'Nazi Party' => 'Unknown'"
OH-HR125-Y2019,None,"Honoring Lucas Byrd on winning a 2019 Division I State Wrestling Championship. ","Honoring Lucas Byrd on winning a 2019 Division I State Wrestling Championship. ","(NLU)'United States House of Representatives' => 'None', 'Louisiana' => 'Location', 'Democratic Party' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'United States' => 'Location'"
OH-HR126-Y2019,None,"Honoring Trey Sizemore on winning a 2019 Division I State Wrestling Championship. ","Honoring Trey Sizemore on winning a 2019 Division I State Wrestling Championship. ","(NLU)'United States House of Representatives' => 'None', 'Louisiana' => 'Location', 'Clerk of the United States House of Representatives' => 'None', 'Democratic Party' => 'None', 'United States' => 'Location'"
OH-HR127-Y2019,None,"Honoring Dustin Norris on winning a 2019 Division I State Wrestling Championship. ","Honoring Dustin Norris on winning a 2019 Division I State Wrestling Championship. ","(NLU)'United States House of Representatives' => 'None', 'High school' => 'Education', 'Louisiana' => 'Location', 'Democratic Party' => 'None', 'Clerk of the United States House of Representatives' => 'None'"
OH-HR128-Y2019,Jobs,"Honoring the Bluffsview Elementary School archery team on winning the 2019 Ohio National Archery in the Schools Program Tournament. ","Honoring the Bluffsview Elementary School archery team on winning the 2019 Ohio National Archery in the Schools Program Tournament. ","(NLU)'Education' => 'Education', 'United States House of Representatives' => 'None', 'School' => 'Education', 'Primary school' => 'Education', 'Teacher' => 'Jobs'"
OH-HR129-Y2019,Jobs,"Honoring Ben Pasiuk as a 2019 Senior High School National Champion in wrestling. ","Honoring Ben Pasiuk as a 2019 Senior High School National Champion in wrestling. ","(NLU)'High school' => 'Education', 'United States House of Representatives' => 'None', 'College' => 'Education', 'Grammar school' => 'Education', 'Vocational school' => 'Jobs'"
OH-HR13-Y2019,None,"Honoring the University of Cincinnati football team as the 2018 Military Bowl Champion. ","Honoring the University of Cincinnati football team as the 2018 Military Bowl Champion. ","(NLU)'United States House of Representatives' => 'None', 'Ohio' => 'Location', 'Clerk of the United States House of Representatives' => 'None', 'Cincinnati' => 'Location', 'Team' => 'None'"
OH-HR130-Y2019,None,"Relative to the election of the Clerk of the House of Representatives. ","Relative to the election of the Clerk of the House of Representatives. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'United States' => 'Location', 'Remainder' => 'None', 'Lower house' => 'None'"
OH-HR131-Y2019,None,"Honoring the Sheridan High School FFA Ag mechanics skills team as a 2019 State Career Development Event Champion. ","Honoring the Sheridan High School FFA Ag mechanics skills team as a 2019 State Career Development Event Champion. ","(NLU)'United States House of Representatives' => 'None', 'High school' => 'Education', 'Clerk of the United States House of Representatives' => 'None', 'United States' => 'Location', 'State' => 'None'"
OH-HR132-Y2019,None,"Honoring the Sheridan High School FFA outdoor power equipment team on winning a 2019 State Championship. ","Honoring the Sheridan High School FFA outdoor power equipment team on winning a 2019 State Championship. ","(NLU)'United States House of Representatives' => 'None', 'High school' => 'Education', 'Clerk of the United States House of Representatives' => 'None', 'United States' => 'Location', 'State' => 'None'"
